 0,0700|     0,0700     0,0300     0,0153     0,0099     0,0077     0,0066     0,0061     0,0060     0,0072     0,0118     0,0258
 0,0650|     0,0650     0,0295     0,0154     0,0100     0,0078     0,0067     0,0061     0,0060     0,0072     0,0116     0,0239
 0,0600|     0,0600     0,0289     0,0154     0,0101     0,0078     0,0067     0,0061     0,0061     0,0072     0,0114     0,0221
 0,0550|     0,0550     0,0283     0,0155     0,0101     0,0078     0,0067     0,0061     0,0061     0,0073     0,0112     0,0202
 0,0500|     0,0500     0,0167     0,0075     0,0048     0,0038     0,0033     0,0030     0,0029     0,0035     0,0065     0,0184
 0,0450|     0,0450     0,0154     0,0072     0,0047     0,0037     0,0033     0,0030     0,0029     0,0034     0,0061     0,0166
 0,0400|     0,0400     0,0141     0,0068     0,0046     0,0037     0,0033     0,0030     0,0029     0,0033     0,0056     0,0147
 0,0350|     0,0350     0,0128     0,0065     0,0045     0,0037     0,0033     0,0030     0,0029     0,0032     0,0051     0,0129
 0,0300|     0,0300     0,0115     0,0062     0,0044     0,0037     0,0033     0,0030     0,0028     0,0031     0,0046     0,0110
 0,0250|     0,0250     0,0101     0,0058     0,0044     0,0037     0,0033     0,0030     0,0028     0,0029     0,0041     0,0092
 0,0200|     0,0200     0,0088     0,0055     0,0043     0,0037     0,0033     0,0030     0,0028     0,0028     0,0036     0,0074
 0,0150|     0,0150     0,0075     0,0051     0,0042     0,0037     0,0033     0,0030     0,0028     0,0027     0,0032     0,0055
 0,0100|     0,0100     0,0062     0,0048     0,0041     0,0037     0,0033     0,0030     0,0027     0,0026     0,0027     0,0037
 0,0050|     0,0050     0,0048     0,0045     0,0041     0,0037     0,0033     0,0030     0,0027     0,0025     0,0022     0,0018
 0,0000|     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000     0,0000
 t / x |     0,0000     0,1000     0,2000     0,3000     0,4000     0,5000     0,6000     0,7000     0,8000     0,9000     1,0000
